Time (in Seconds),Susceptible Agents,Infected Agents,Isolating Agents,Masked Agents
1,25,24,0,32
2,24,25,0,32
3,24,25,0,32
4,23,26,0,32
5,23,26,0,32
6,22,27,0,32
7,21,28,1,32
8,21,28,1,32
9,20,29,1,32
10,20,29,1,32
11,19,30,1,32
12,19,30,1,32
13,16,33,2,32
14,14,35,2,32
15,13,36,3,32
16,12,37,4,32
17,11,38,4,32
18,10,39,4,32
19,10,39,4,32
20,10,39,4,32
21,8,41,5,32
22,8,41,5,32
23,8,41,5,32
24,8,41,5,32
25,7,42,5,32
26,7,42,5,32
27,7,42,5,32
28,7,42,5,32
29,7,42,5,32
30,7,42,5,32
31,7,42,5,32
32,7,42,5,32
33,7,42,5,32
34,7,42,5,32
35,7,42,5,32
36,7,42,5,32
37,7,42,5,32
38,7,42,5,32
39,5,44,5,32
40,5,44,5,32
41,5,44,5,32
42,4,45,5,32
43,4,45,5,32
44,4,45,5,32
45,4,45,5,32
46,4,45,5,32
47,4,45,5,32
48,3,46,5,32
49,3,46,5,32
50,3,46,5,32
51,3,46,5,32
52,3,46,5,32
53,3,46,5,32
54,3,46,5,32
55,3,46,5,32
56,3,46,5,32
57,3,46,5,32
58,3,46,5,32
59,3,46,5,32
60,3,46,5,32
61,3,46,5,32
62,3,46,5,32
63,3,46,5,32
64,3,46,5,32
65,2,47,5,32
66,2,47,5,32
67,2,47,5,32
68,2,47,5,32
69,2,47,5,32
70,2,47,5,32
71,2,47,5,32
72,2,47,5,32
73,2,47,5,32
74,1,48,5,32
75,1,48,5,32
76,0,49,5,32
77,0,49,5,32
78,0,49,5,32
79,0,49,5,32
80,0,49,5,32
81,0,49,5,32
82,0,49,5,32
83,0,49,5,32
84,0,49,5,32
85,0,49,5,32
86,0,49,5,32
87,0,49,5,32
88,0,49,5,32
89,0,49,5,32
90,0,49,5,32
91,0,49,5,32
92,0,49,5,32
93,0,49,5,32
94,0,49,5,32
95,0,49,5,32
96,0,49,5,32
97,0,49,5,32
98,0,49,5,32
99,0,49,5,32
100,0,49,5,32
101,0,49,5,32
102,0,49,5,32
103,0,49,5,32
104,0,49,5,32
105,0,49,5,32
106,0,49,5,32
107,0,49,5,32
108,0,49,5,32
109,0,49,5,32
110,0,49,5,32
111,0,49,5,32
112,0,49,5,32
113,0,49,5,32
114,0,49,5,32
115,0,49,5,32
116,0,49,5,32
117,0,49,5,32
118,0,49,5,32
119,0,49,5,32
120,0,49,5,32
121,0,49,5,32
122,0,49,5,32
123,0,49,5,32
124,0,49,5,32
125,0,49,5,32
126,0,49,5,32
127,0,49,5,32
128,0,49,5,32
129,0,49,5,32
130,0,49,5,32
131,0,49,5,32
132,0,49,5,32
133,0,49,5,32
134,0,49,5,32
135,0,49,5,32
136,0,49,5,32
137,0,49,5,32
138,0,49,5,32
139,0,49,5,32
140,0,49,5,32
141,0,49,5,32
142,0,49,5,32
143,0,49,5,32
144,0,49,5,32
145,0,49,5,32
146,0,49,5,32
147,0,49,5,32
148,0,49,5,32
149,0,49,5,32
150,0,49,5,32
151,0,49,5,32
152,0,49,5,32
153,0,49,5,32
154,0,49,5,32
155,0,49,5,32
156,0,49,5,32
157,0,49,5,32
158,0,49,5,32
159,0,49,5,32
160,0,49,5,32
161,0,49,5,32
162,0,49,5,32
163,0,49,5,32
164,0,49,5,32
165,0,49,5,32
166,0,49,5,32
167,0,49,5,32
168,0,49,5,32
169,0,49,5,32
170,0,49,5,32
171,0,49,5,32
172,0,49,5,32
173,0,49,5,32
174,0,49,5,32
175,0,49,5,32
176,0,49,5,32
177,0,49,5,32
178,0,49,5,32
179,0,49,5,32
180,0,49,5,32
181,0,49,5,32
182,0,49,5,32
183,0,49,5,32
184,0,49,5,32
185,0,49,5,32
186,0,49,5,32
187,0,49,5,32
188,0,49,5,32
189,0,49,5,32
190,0,49,5,32
191,0,49,5,32
192,0,49,5,32
193,0,49,5,32
194,0,49,5,32
195,0,49,5,32
196,0,49,5,32
197,0,49,5,32
198,0,49,5,32
199,0,49,5,32
200,0,49,5,32
201,0,49,5,32
202,0,49,5,32
203,0,49,5,32
204,0,49,5,32
205,0,49,5,32
206,0,49,5,32
207,0,49,5,32
208,0,49,5,32
209,0,49,5,32
210,0,49,5,32
211,0,49,5,32
212,0,49,5,32
213,0,49,5,32
214,0,49,5,32
215,0,49,5,32
216,0,49,5,32
217,0,49,5,32
218,0,49,5,32
219,0,49,5,32
220,0,49,5,32
221,0,49,5,32
222,0,49,5,32
223,0,49,5,32
224,0,49,5,32
225,0,49,5,32
226,0,49,5,32
227,0,49,5,32
228,0,49,5,32
229,0,49,5,32
230,0,49,5,32
231,0,49,5,32
232,0,49,5,32
233,0,49,5,32
234,0,49,5,32
235,0,49,5,32
236,0,49,5,32
237,0,49,5,32
238,0,49,5,32
239,0,49,5,32
240,0,49,5,32
241,0,49,5,32
242,0,49,5,32
243,0,49,5,32
244,0,49,5,32
245,0,49,5,32
246,0,49,5,32
247,0,49,5,32
248,0,49,5,32
249,0,49,5,32
250,0,49,5,32
251,0,49,5,32
252,0,49,5,32
253,0,49,5,32
254,0,49,5,32
255,0,49,5,32
256,0,49,5,32
257,0,49,5,32
258,0,49,5,32
259,0,49,5,32
260,0,49,5,32
261,0,49,5,32
262,0,49,5,32
263,0,49,5,32
264,0,49,5,32
265,0,49,5,32
266,0,49,5,32
267,0,49,5,32
268,0,49,5,32
269,0,49,5,32
270,0,49,5,32
271,0,49,5,32
272,0,49,5,32
