Time (in Seconds),Susceptible Agents,Infected Agents,Isolating Agents,Masked Agents
1,25,24,1,0
2,24,25,2,0
3,21,28,4,0
4,20,29,4,0
5,18,31,4,0
6,15,34,7,0
7,14,35,7,0
8,12,37,7,0
9,11,38,7,0
10,11,38,7,0
11,9,40,7,0
12,7,42,8,0
13,5,44,8,0
14,5,44,8,0
15,5,44,8,0
16,2,47,9,0
17,2,47,9,0
18,2,47,9,0
19,1,48,10,0
20,0,49,11,0
21,0,49,11,0
22,0,49,11,0
23,0,49,11,0
24,0,49,11,0
25,0,49,11,0
26,0,49,11,0
27,0,49,11,0
28,0,49,11,0
29,0,49,11,0
30,0,49,11,0
31,0,49,11,0
32,0,49,11,0
33,0,49,11,0
34,0,49,11,0
35,0,49,11,0
36,0,49,11,0
37,0,49,11,0
38,0,49,11,0
39,0,49,11,0
40,0,49,11,0
41,0,49,11,0
42,0,49,11,0
43,0,49,11,0
44,0,49,11,0
45,0,49,11,0
46,0,49,11,0
47,0,49,11,0
48,0,49,11,0
49,0,49,11,0
50,0,49,11,0
51,0,49,11,0
52,0,49,11,0
53,0,49,11,0
54,0,49,11,0
55,0,49,11,0
56,0,49,11,0
57,0,49,11,0
58,0,49,11,0
59,0,49,11,0
60,0,49,11,0
61,0,49,11,0
62,0,49,11,0
63,0,49,11,0
64,0,49,11,0
65,0,49,11,0
66,0,49,11,0
67,0,49,11,0
68,0,49,11,0
69,0,49,11,0
70,0,49,11,0
71,0,49,11,0
72,0,49,11,0
73,0,49,11,0
74,0,49,11,0
75,0,49,11,0
76,0,49,11,0
77,0,49,11,0
78,0,49,11,0
79,0,49,11,0
80,0,49,11,0
81,0,49,11,0
82,0,49,11,0
83,0,49,11,0
84,0,49,11,0
85,0,49,11,0
86,0,49,11,0
87,0,49,11,0
88,0,49,11,0
89,0,49,11,0
90,0,49,11,0
91,0,49,11,0
92,0,49,11,0
93,0,49,11,0
94,0,49,11,0
95,0,49,11,0
96,0,49,11,0
97,0,49,11,0
98,0,49,11,0
99,0,49,11,0
100,0,49,11,0
101,0,49,11,0
102,0,49,11,0
103,0,49,11,0
104,0,49,11,0
105,0,49,11,0
106,0,49,11,0
107,0,49,11,0
108,0,49,11,0
109,0,49,11,0
110,0,49,11,0
111,0,49,11,0
112,0,49,11,0
113,0,49,11,0
114,0,49,11,0
115,0,49,11,0
116,0,49,11,0
117,0,49,11,0
118,0,49,11,0
119,0,49,11,0
120,0,49,11,0
121,0,49,11,0
122,0,49,11,0
123,0,49,11,0
124,0,49,11,0
125,0,49,11,0
126,0,49,11,0
127,0,49,11,0
128,0,49,11,0
129,0,49,11,0
130,0,49,11,0
131,0,49,11,0
132,0,49,11,0
133,0,49,11,0
134,0,49,11,0
135,0,49,11,0
136,0,49,11,0
137,0,49,11,0
138,0,49,11,0
139,0,49,11,0
140,0,49,11,0
141,0,49,11,0
142,0,49,11,0
143,0,49,11,0
144,0,49,11,0
145,0,49,11,0
146,0,49,11,0
147,0,49,11,0
148,0,49,11,0
149,0,49,11,0
150,0,49,11,0
151,0,49,11,0
152,0,49,11,0
153,0,49,11,0
154,0,49,11,0
155,0,49,11,0
156,0,49,11,0
157,0,49,11,0
158,0,49,11,0
159,0,49,11,0
160,0,49,11,0
161,0,49,11,0
162,0,49,11,0
163,0,49,11,0
164,0,49,11,0
165,0,49,11,0
166,0,49,11,0
167,0,49,11,0
168,0,49,11,0
169,0,49,11,0
170,0,49,11,0
171,0,49,11,0
172,0,49,11,0
173,0,49,11,0
174,0,49,11,0
175,0,49,11,0
176,0,49,11,0
177,0,49,11,0
178,0,49,11,0
179,0,49,11,0
180,0,49,11,0
181,0,49,11,0
182,0,49,11,0
183,0,49,11,0
184,0,49,11,0
185,0,49,11,0
186,0,49,11,0
187,0,49,11,0
188,0,49,11,0
189,0,49,11,0
190,0,49,11,0
191,0,49,11,0
192,0,49,11,0
193,0,49,11,0
194,0,49,11,0
195,0,49,11,0
196,0,49,11,0
197,0,49,11,0
198,0,49,11,0
199,0,49,11,0
200,1,48,10,0
201,2,47,9,0
202,4,45,7,0
203,4,45,7,0
204,3,46,8,0
205,6,43,5,0
206,7,42,4,0
207,7,42,4,0
208,5,44,6,0
209,7,42,4,0
210,7,42,4,0
211,6,43,5,0
212,7,42,4,0
213,7,42,4,0
214,8,41,3,0
215,8,41,2,0
216,8,41,3,0
217,9,40,2,0
218,10,39,1,0
219,11,38,0,0
220,11,38,0,0
221,11,38,0,0
222,11,38,0,0
223,10,39,1,0
224,8,41,3,0
225,10,39,1,0
226,11,38,0,0
227,11,38,0,0
228,11,38,0,0
229,11,38,0,0
230,11,38,0,0
231,11,38,0,0
232,9,40,2,0
233,11,38,0,0
234,11,38,0,0
235,10,39,1,0
236,11,38,0,0
237,11,38,0,0
238,10,39,1,0
239,10,39,1,0
240,10,39,0,0
241,10,39,1,0
242,10,39,1,0
243,11,38,0,0
244,9,40,1,0
245,11,38,0,0
246,10,39,1,0
247,10,39,0,0
248,11,38,0,0
249,11,38,0,0
250,10,39,1,0
251,9,40,1,0
252,9,40,0,0
253,10,39,1,0
254,11,38,0,0
255,10,39,1,0
256,11,38,0,0
257,11,38,0,0
258,11,38,0,0
259,11,38,0,0
260,11,38,0,0
261,9,40,1,0
262,11,38,0,0
263,11,38,0,0
264,9,40,2,0
265,10,39,1,0
266,11,38,0,0
267,10,39,1,0
268,11,38,0,0
269,11,38,0,0
270,11,38,0,0
271,10,39,1,0
272,9,40,1,0
273,10,39,1,0
274,10,39,0,0
275,11,38,0,0
276,8,41,2,0
277,11,38,0,0
278,10,39,0,0
279,11,38,0,0
280,11,38,0,0
281,11,38,0,0
282,11,38,0,0
283,11,38,0,0
284,10,39,1,0
285,10,39,1,0
286,10,39,1,0
287,11,38,0,0
288,11,38,0,0
289,9,40,2,0
290,10,39,0,0
291,11,38,0,0
292,11,38,0,0
293,11,38,0,0
294,11,38,0,0
295,11,38,0,0
296,9,40,2,0
297,11,38,0,0
298,11,38,0,0
299,11,38,0,0
300,9,40,2,0
301,10,39,0,0
302,10,39,1,0
303,10,39,1,0
304,11,38,0,0
305,11,38,0,0
306,10,39,1,0
307,10,39,0,0
308,10,39,1,0
309,11,38,0,0
310,8,41,2,0
311,11,38,0,0
312,10,39,1,0
313,10,39,1,0
314,11,38,0,0
315,11,38,0,0
316,11,38,0,0
317,10,39,1,0
318,10,39,0,0
319,11,38,0,0
320,10,39,1,0
321,11,38,0,0
322,11,38,0,0
323,9,40,1,0
324,9,40,1,0
325,11,38,0,0
326,7,42,2,0
327,11,38,0,0
328,11,38,0,0
329,10,39,1,0
330,10,39,0,0
331,10,39,1,0
332,11,38,0,0
333,10,39,1,0
334,11,38,0,0
335,11,38,0,0
336,11,38,0,0
337,11,38,0,0
338,11,38,0,0
339,10,39,0,0
340,11,38,0,0
341,11,38,0,0
342,10,39,0,0
343,10,39,1,0
344,10,39,1,0
345,11,38,0,0
346,11,38,0,0
347,9,40,1,0
348,10,39,1,0
349,10,39,1,0
350,11,38,0,0
351,11,38,0,0
352,11,38,0,0
353,11,38,0,0
354,11,38,0,0
355,8,41,3,0
356,10,39,1,0
357,11,38,0,0
358,11,38,0,0
359,10,39,0,0
360,10,39,1,0
361,11,38,0,0
362,8,41,2,0
363,10,39,1,0
364,11,38,0,0
365,11,38,0,0
366,10,39,0,0
367,11,38,0,0
368,11,38,0,0
369,11,38,0,0
370,10,39,1,0
371,10,39,1,0
372,11,38,0,0
373,11,38,0,0
374,11,38,0,0
375,10,39,1,0
376,9,40,1,0
377,11,38,0,0
378,9,40,2,0
379,11,38,0,0
380,9,40,1,0
381,11,38,0,0
382,11,38,0,0
383,10,39,0,0
384,11,38,0,0
385,11,38,0,0
386,11,38,0,0
387,10,39,0,0
388,10,39,1,0
389,11,38,0,0
390,11,38,0,0
391,10,39,1,0
392,10,39,1,0
393,11,38,0,0
