Time (in Seconds),Susceptible Agents,Infected Agents,Isolating Agents,Masked Agents
700,2,47,9,29
701,2,47,9,29
702,2,47,9,29
703,2,47,9,29
704,2,47,9,29
705,2,47,9,29
706,2,47,9,29
707,1,48,9,29
708,1,48,9,29
709,1,48,9,29
710,1,48,9,29
711,1,48,9,29
712,1,48,9,29
713,1,48,9,29
714,1,48,9,29
715,1,48,9,29
716,1,48,9,29
717,1,48,9,29
718,1,48,9,29
719,1,48,9,29
720,1,48,9,29
721,1,48,9,29
722,1,48,9,29
723,1,48,9,29
724,1,48,9,29
725,1,48,9,29
726,1,48,9,29
727,1,48,9,29
728,1,48,9,29
729,1,48,9,29
730,1,48,9,29
731,1,48,9,29
732,1,48,9,29
733,1,48,9,29
734,1,48,9,29
735,1,48,9,29
736,1,48,9,29
737,1,48,9,29
738,1,48,9,29
739,1,48,9,29
740,1,48,9,29
741,1,48,9,29
742,1,48,9,29
743,1,48,9,29
744,1,48,9,29
745,1,48,9,29
746,1,48,9,29
747,1,48,9,29
748,1,48,9,29
749,1,48,9,29
750,1,48,9,29
751,1,48,9,29
752,1,48,9,29
753,1,48,9,29
754,1,48,9,29
755,1,48,9,29
756,1,48,9,29
757,1,48,9,29
758,1,48,9,29
759,1,48,9,29
760,1,48,9,29
761,1,48,9,29
762,1,48,9,29
763,1,48,9,29
764,1,48,9,29
765,1,48,9,29
766,1,48,9,29
767,1,48,9,29
768,1,48,9,29
769,1,48,9,29
770,1,48,9,29
771,1,48,9,29
772,1,48,9,29
773,1,48,9,29
774,1,48,9,29
775,1,48,9,29
776,1,48,9,29
777,1,48,9,29
778,1,48,9,29
779,1,48,9,29
780,1,48,9,29
781,1,48,9,29
782,1,48,9,29
783,1,48,9,29
784,1,48,9,29
785,1,48,9,29
786,1,48,9,29
787,1,48,9,29
788,1,48,9,29
789,1,48,9,29
790,1,48,9,29
791,1,48,9,29
792,1,48,9,29
793,1,48,9,29
794,1,48,9,29
795,1,48,9,29
796,1,48,9,29
797,1,48,9,29
798,1,48,9,29
799,1,48,9,29
800,1,48,9,29
801,1,48,9,29
802,1,48,9,29
803,1,48,9,29
804,1,48,9,29
805,1,48,9,29
806,1,48,9,29
807,1,48,9,29
808,1,48,9,29
809,1,48,9,29
810,1,48,9,29
811,1,48,9,29
812,1,48,9,29
813,1,48,9,29
814,1,48,9,29
815,1,48,9,29
816,1,48,9,29
817,1,48,9,29
818,1,48,9,29
819,1,48,9,29
820,1,48,9,29
821,1,48,9,29
822,1,48,9,29
823,1,48,9,29
824,1,48,9,29
825,1,48,9,29
826,1,48,9,29
827,1,48,9,29
828,1,48,9,29
829,1,48,9,29
830,1,48,9,29
831,1,48,9,29
832,1,48,9,29
833,1,48,9,29
834,1,48,9,29
835,1,48,9,29
836,1,48,9,29
837,1,48,9,29
838,1,48,9,29
839,1,48,9,29
840,1,48,9,29
841,1,48,9,29
842,1,48,9,29
843,1,48,9,29
844,1,48,9,29
845,1,48,9,29
846,1,48,9,29
847,1,48,9,29
848,1,48,9,29
849,1,48,9,29
850,1,48,9,29
851,1,48,9,29
852,1,48,9,29
853,1,48,9,29
854,1,48,9,29
855,1,48,9,29
856,1,48,9,29
857,1,48,9,29
858,1,48,9,29
859,1,48,9,29
860,1,48,9,29
861,1,48,9,29
862,1,48,9,29
863,1,48,9,29
864,1,48,9,29
865,1,48,9,29
866,1,48,9,29
867,1,48,9,29
868,1,48,9,29
869,1,48,9,29
870,1,48,9,29
871,1,48,9,29
872,1,48,9,29
873,1,48,9,29
874,1,48,9,29
875,1,48,9,29
876,1,48,9,29
877,1,48,9,29
878,1,48,9,29
879,1,48,9,29
880,1,48,9,29
881,1,48,9,29
882,1,48,9,29
883,1,48,9,29
884,1,48,9,29
885,1,48,9,29
886,1,48,9,29
887,1,48,9,29
888,1,48,9,29
889,1,48,9,29
890,1,48,9,29
891,1,48,9,29
892,1,48,9,29
893,1,48,9,29
894,1,48,9,29
895,1,48,9,29
896,1,48,9,29
897,1,48,9,29
898,1,48,9,29
899,1,48,9,29
900,1,48,9,29
901,1,48,9,29
902,1,48,9,29
903,1,48,9,29
904,1,48,9,29
905,1,48,9,29
906,1,48,9,29
907,1,48,9,29
908,1,48,9,29
909,1,48,9,29
910,1,48,9,29
911,1,48,9,29
912,1,48,9,29
913,1,48,9,29
914,1,48,9,29
915,1,48,9,29
916,1,48,9,29
917,1,48,9,29
918,1,48,9,29
919,1,48,9,29
920,1,48,9,29
921,1,48,9,29
922,1,48,9,29
923,1,48,9,29
924,1,48,9,29
925,1,48,9,29
926,1,48,9,29
927,1,48,9,29
928,1,48,9,29
929,1,48,9,29
930,1,48,9,29
931,1,48,9,29
932,1,48,9,29
933,1,48,9,29
934,1,48,9,29
935,1,48,9,29
936,1,48,9,29
937,1,48,9,29
938,1,48,9,29
939,1,48,9,29
940,1,48,9,29
941,1,48,9,29
942,1,48,9,29
943,1,48,9,29
944,1,48,9,29
945,1,48,9,29
946,1,48,9,29
947,1,48,9,29
948,1,48,9,29
949,1,48,9,29
950,1,48,9,29
951,1,48,9,29
952,1,48,9,29
953,1,48,9,29
954,1,48,9,29
955,1,48,9,29
956,1,48,9,29
957,1,48,9,29
958,1,48,9,29
959,1,48,9,29
960,1,48,9,29
961,1,48,9,29
962,1,48,9,29
963,1,48,9,29
964,1,48,9,29
965,1,48,9,29
966,1,48,9,29
967,1,48,9,29
968,1,48,9,29
969,1,48,9,29
970,1,48,9,29
971,1,48,9,29
972,1,48,9,29
973,1,48,9,29
974,1,48,9,29
975,1,48,9,29
976,1,48,9,29
977,1,48,9,29
978,1,48,9,29
979,1,48,9,29
980,1,48,9,29
981,1,48,9,29
982,1,48,9,29
983,1,48,9,29
984,1,48,9,29
985,1,48,9,29
986,1,48,9,29
987,1,48,9,29
988,1,48,9,29
989,1,48,9,29
990,1,48,9,29
991,1,48,9,29
992,1,48,9,29
993,1,48,9,29
994,1,48,9,29
995,1,48,9,29
996,1,48,9,29
997,1,48,9,29
998,1,48,9,29
999,1,48,9,29
1000,1,48,9,29
1001,1,48,9,29
1002,1,48,9,29
1003,1,48,9,29
1004,1,48,9,29
1005,1,48,9,29
1006,1,48,9,29
1007,1,48,9,29
1008,1,48,9,29
1009,1,48,9,29
1010,1,48,9,29
1011,1,48,9,29
1012,1,48,9,29
1013,1,48,9,29
1014,1,48,9,29
1015,1,48,9,29
1016,1,48,9,29
1017,1,48,9,29
1018,1,48,9,29
1019,1,48,9,29
1020,1,48,9,29
1021,1,48,9,29
1022,1,48,9,29
1023,1,48,9,29
1024,1,48,9,29
1025,1,48,9,29
1026,1,48,9,29
1027,1,48,9,29
1028,1,48,9,29
1029,1,48,9,29
1030,1,48,9,29
1031,1,48,9,29
1032,1,48,9,29
1033,1,48,9,29
1034,1,48,9,29
1035,1,48,9,29
1036,1,48,9,29
1037,1,48,9,29
1038,1,48,9,29
1039,1,48,9,29
1040,1,48,9,29
1041,1,48,9,29
1042,1,48,9,29
1043,1,48,9,29
1044,1,48,9,29
1045,1,48,9,29
1046,1,48,9,29
1047,1,48,9,29
1048,1,48,9,29
1049,1,48,9,29
1050,1,48,9,29
1051,1,48,9,29
1052,1,48,9,29
1053,1,48,9,29
1054,1,48,9,29
1055,1,48,9,29
1056,1,48,9,29
1057,1,48,9,29
1058,1,48,9,29
1059,1,48,9,29
1060,1,48,9,29
1061,1,48,9,29
1062,1,48,9,29
1063,1,48,9,29
1064,1,48,9,29
1065,1,48,9,29
1066,1,48,9,29
1067,1,48,9,29
1068,1,48,9,29
1069,1,48,9,29
1070,1,48,9,29
1071,1,48,9,29
1072,1,48,9,29
1073,1,48,9,29
1074,1,48,9,29
1075,1,48,9,29
1076,1,48,9,29
1077,1,48,9,29
1078,1,48,9,29
1079,1,48,9,29
1080,1,48,9,29
1081,1,48,9,29
1082,1,48,9,29
1083,1,48,9,29
1084,1,48,9,29
1085,1,48,9,29
1086,1,48,9,29
1087,1,48,9,29
1088,1,48,9,29
1089,1,48,9,29
1090,1,48,9,29
1091,1,48,9,29
1092,1,48,9,29
1093,1,48,9,29
1094,1,48,9,29
1095,1,48,9,29
1096,1,48,9,29
1097,1,48,9,29
1098,1,48,9,29
1099,1,48,9,29
1100,1,48,9,29
1101,1,48,9,29
1102,1,48,9,29
1103,1,48,9,29
1104,1,48,9,29
1105,1,48,9,29
1106,1,48,9,29
1107,1,48,9,29
1108,1,48,9,29
1109,1,48,9,29
1110,0,49,9,29
1111,0,49,9,29
1112,0,49,9,29
1113,0,49,9,29
1114,0,49,9,29
1115,0,49,9,29
1116,0,49,9,29
1117,0,49,9,29
1118,0,49,9,29
1119,0,49,9,29
1120,0,49,9,29
1121,0,49,9,29
1122,0,49,9,29
1123,0,49,9,29
1124,0,49,9,29
1125,0,49,9,29
1126,0,49,9,29
1127,0,49,9,29
1128,0,49,9,29
1129,0,49,9,29
1130,0,49,9,29
1131,0,49,9,29
1132,0,49,9,29
1133,0,49,9,29
1134,0,49,9,29
1135,0,49,9,29
1136,0,49,9,29
1137,0,49,9,29
1138,0,49,9,29
1139,0,49,9,29
1140,0,49,9,29
1141,0,49,9,29
1142,0,49,9,29
1143,0,49,9,29
1144,0,49,9,29
1145,0,49,9,29
1146,0,49,9,29
1147,0,49,9,29
1148,0,49,9,29
1149,0,49,9,29
1150,0,49,9,29
1151,0,49,9,29
1152,0,49,9,29
1153,0,49,9,29
1154,0,49,9,29
1155,0,49,9,29
1156,0,49,9,29
1157,0,49,9,29
1158,0,49,9,29
1159,0,49,9,29
1160,0,49,9,29
1161,0,49,9,29
1162,0,49,9,29
1163,0,49,9,29
1164,0,49,9,29
