Time (in Seconds),Susceptible Agents,Infected Agents,Isolating Agents,Masked Agents
1,25,24,0,0
2,25,24,0,0
3,24,25,0,0
4,24,25,0,0
5,24,25,0,0
6,24,25,0,0
7,23,26,1,0
8,23,26,1,0
9,23,26,1,0
10,23,26,1,0
11,21,28,3,0
12,21,28,3,0
13,21,28,3,0
14,21,28,3,0
15,21,28,3,0
16,19,30,3,0
17,18,31,3,0
18,16,33,5,0
19,16,33,5,0
20,16,33,5,0
21,16,33,5,0
22,16,33,5,0
23,16,33,5,0
24,16,33,5,0
25,16,33,5,0
26,16,33,5,0
27,16,33,5,0
28,16,33,5,0
29,16,33,5,0
30,16,33,5,0
31,16,33,5,0
32,16,33,5,0
33,15,34,5,0
34,14,35,5,0
35,14,35,5,0
36,14,35,5,0
37,14,35,5,0
38,14,35,5,0
39,14,35,5,0
40,14,35,5,0
41,14,35,5,0
42,14,35,5,0
43,14,35,5,0
44,14,35,5,0
45,14,35,5,0
46,14,35,5,0
47,14,35,5,0
48,14,35,5,0
49,14,35,5,0
50,14,35,5,0
51,14,35,5,0
52,14,35,5,0
53,14,35,5,0
54,14,35,5,0
55,14,35,5,0
56,13,36,5,0
57,13,36,5,0
58,13,36,5,0
59,13,36,5,0
60,13,36,5,0
61,12,37,5,0
62,12,37,5,0
63,12,37,5,0
64,12,37,5,0
65,12,37,5,0
66,12,37,5,0
67,12,37,5,0
68,12,37,5,0
69,12,37,5,0
70,12,37,5,0
71,12,37,5,0
72,12,37,5,0
73,12,37,5,0
74,12,37,5,0
75,12,37,5,0
76,11,38,6,0
77,11,38,6,0
78,11,38,6,0
79,11,38,6,0
80,11,38,6,0
81,11,38,6,0
82,10,39,6,0
83,9,40,7,0
84,9,40,7,0
85,9,40,7,0
86,9,40,7,0
87,9,40,7,0
88,9,40,7,0
89,9,40,7,0
90,9,40,7,0
91,9,40,7,0
92,9,40,7,0
93,9,40,7,0
94,9,40,7,0
95,9,40,7,0
96,9,40,7,0
97,9,40,7,0
98,9,40,7,0
99,9,40,7,0
100,9,40,7,0
101,9,40,7,0
102,9,40,7,0
103,9,40,7,0
104,9,40,7,0
105,9,40,7,0
106,9,40,7,0
107,9,40,7,0
108,8,41,7,0
109,8,41,7,0
110,8,41,7,0
111,8,41,7,0
112,8,41,7,0
113,8,41,7,0
114,8,41,7,0
115,8,41,7,0
116,8,41,7,0
117,8,41,7,0
118,8,41,7,0
119,7,42,7,0
120,7,42,7,0
121,7,42,7,0
122,7,42,7,0
123,7,42,7,0
124,7,42,7,0
125,7,42,7,0
126,7,42,7,0
127,7,42,7,0
128,7,42,7,0
129,7,42,7,0
130,7,42,7,0
131,7,42,7,0
132,7,42,7,0
133,7,42,7,0
134,7,42,7,0
135,7,42,7,0
136,7,42,7,0
