Time (in Seconds),Susceptible Agents,Infected Agents,Isolating Agents,Masked Agents
1,22,27,0,0
2,22,27,0,0
3,22,27,0,0
4,22,27,0,0
5,22,27,0,0
6,22,27,0,0
7,22,27,0,0
8,22,27,0,0
9,22,27,0,0
10,22,27,0,0
11,22,27,0,0
12,22,27,0,0
13,22,27,0,0
14,22,27,0,0
15,22,27,0,0
16,22,27,0,0
17,22,27,0,0
18,22,27,0,0
19,22,27,0,0
20,22,27,0,0
21,22,27,0,0
22,22,27,0,0
23,22,27,0,0
24,22,27,0,0
25,21,28,0,0
26,20,29,1,0
27,20,29,1,0
28,20,29,1,0
29,20,29,1,0
30,20,29,1,0
31,20,29,1,0
32,19,30,2,0
33,19,30,2,0
34,19,30,2,0
35,19,30,2,0
36,19,30,2,0
37,19,30,2,0
38,19,30,2,0
39,19,30,2,0
40,19,30,2,0
41,19,30,2,0
42,19,30,2,0
43,19,30,2,0
44,19,30,2,0
45,19,30,2,0
46,19,30,2,0
47,19,30,2,0
48,19,30,2,0
49,19,30,2,0
50,19,30,2,0
51,19,30,2,0
52,19,30,2,0
53,19,30,2,0
54,19,30,2,0
55,19,30,2,0
56,19,30,2,0
57,19,30,2,0
58,19,30,2,0
59,19,30,2,0
60,19,30,2,0
61,19,30,2,0
62,19,30,2,0
63,19,30,2,0
64,19,30,2,0
65,18,31,3,0
66,18,31,3,0
67,18,31,3,0
68,18,31,3,0
69,18,31,3,0
70,18,31,3,0
71,18,31,3,0
72,18,31,3,0
73,18,31,3,0
74,18,31,3,0
75,18,31,3,0
76,18,31,3,0
77,18,31,3,0
78,18,31,3,0
79,18,31,3,0
80,18,31,3,0
81,18,31,3,0
82,18,31,3,0
83,18,31,3,0
84,18,31,3,0
85,18,31,3,0
86,18,31,3,0
87,18,31,3,0
88,18,31,3,0
89,18,31,3,0
90,18,31,3,0
91,18,31,3,0
92,18,31,3,0
93,18,31,3,0
94,18,31,3,0
95,18,31,3,0
96,18,31,3,0
97,18,31,3,0
98,18,31,3,0
99,18,31,3,0
100,18,31,3,0
101,18,31,3,0
102,18,31,3,0
103,18,31,3,0
104,18,31,3,0
105,18,31,3,0
106,18,31,3,0
107,18,31,3,0
108,18,31,3,0
109,18,31,3,0
110,18,31,3,0
111,18,31,3,0
