Time (in Seconds),Susceptible Agents,Infected Agents,Isolating Agents,Masked Agents
1,29,20,0,0
2,29,20,0,0
3,29,20,0,0
4,29,20,0,0
5,29,20,0,0
6,29,20,0,0
7,29,20,0,0
8,29,20,0,0
9,29,20,0,0
10,29,20,0,0
11,29,20,0,0
12,29,20,0,0
13,28,21,1,0
14,28,21,1,0
15,28,21,1,0
16,28,21,1,0
17,28,21,1,0
18,28,21,1,0
19,28,21,1,0
20,28,21,1,0
21,28,21,1,0
22,28,21,1,0
23,28,21,1,0
24,28,21,1,0
25,27,22,1,0
26,27,22,1,0
27,27,22,1,0
28,27,22,1,0
29,27,22,1,0
30,27,22,1,0
31,27,22,1,0
32,27,22,1,0
33,27,22,1,0
34,27,22,1,0
35,27,22,1,0
36,27,22,1,0
37,27,22,1,0
38,27,22,1,0
39,27,22,1,0
40,26,23,1,0
41,25,24,1,0
42,25,24,1,0
43,25,24,1,0
44,25,24,1,0
45,25,24,1,0
46,25,24,1,0
47,25,24,1,0
48,25,24,1,0
49,24,25,2,0
50,24,25,2,0
51,24,25,2,0
52,24,25,2,0
53,23,26,2,0
54,22,27,2,0
55,22,27,2,0
56,22,27,2,0
57,22,27,2,0
58,22,27,2,0
59,22,27,2,0
60,22,27,2,0
61,22,27,2,0
62,22,27,2,0
63,22,27,2,0
64,22,27,2,0
65,22,27,2,0
66,22,27,2,0
67,22,27,2,0
68,22,27,2,0
69,21,28,2,0
70,21,28,2,0
71,21,28,2,0
72,21,28,2,0
73,21,28,2,0
74,21,28,2,0
75,21,28,2,0
76,21,28,2,0
77,21,28,2,0
78,21,28,2,0
79,21,28,2,0
80,21,28,2,0
81,21,28,2,0
82,21,28,2,0
83,21,28,2,0
84,21,28,2,0
85,21,28,2,0
86,20,29,2,0
87,20,29,2,0
88,20,29,2,0
89,20,29,2,0
90,19,30,2,0
91,19,30,2,0
92,19,30,2,0
93,19,30,2,0
94,19,30,2,0
95,19,30,2,0
96,19,30,2,0
97,19,30,2,0
98,19,30,2,0
99,19,30,2,0
100,19,30,2,0
101,19,30,2,0
102,19,30,2,0
103,19,30,2,0
104,19,30,2,0
105,19,30,2,0
106,19,30,2,0
107,19,30,2,0
108,19,30,2,0
109,19,30,2,0
110,19,30,2,0
111,19,30,2,0
112,19,30,2,0
113,19,30,2,0
114,19,30,2,0
115,19,30,2,0
116,19,30,2,0
117,19,30,2,0
118,19,30,2,0
119,19,30,2,0
120,19,30,2,0
121,19,30,2,0
122,19,30,2,0
123,19,30,2,0
124,19,30,2,0
125,19,30,2,0
126,19,30,2,0
127,19,30,2,0
128,19,30,2,0
129,19,30,2,0
130,19,30,2,0
131,19,30,2,0
132,19,30,2,0
133,19,30,2,0
134,19,30,2,0
135,19,30,2,0
136,19,30,2,0
137,19,30,2,0
138,19,30,2,0
139,19,30,2,0
140,19,30,2,0
141,19,30,2,0
142,19,30,2,0
143,19,30,2,0
144,19,30,2,0
145,19,30,2,0
146,19,30,2,0
147,19,30,2,0
148,19,30,2,0
149,19,30,2,0
150,19,30,2,0
151,19,30,2,0
152,19,30,2,0
153,19,30,2,0
154,19,30,2,0
155,19,30,2,0
156,19,30,2,0
157,19,30,2,0
158,19,30,2,0
159,19,30,2,0
160,19,30,2,0
161,19,30,2,0
162,19,30,2,0
163,19,30,2,0
164,19,30,2,0
